http://unfccc.int/files/adaptation/application/pdf/ericsson.pdf,Enabling access to weather and climate services in Africa,Ericsson,Telecommunications,"Science, assessment, monitoring and early warning",Uganda,TUV,0,0
http://unfccc.int/files/adaptation/application/pdf/enterprise_works.pdf,Rainwater harvesting and storage technology (bob),EnterpriseWorks/VITA (EWV) a Division of Relief International,Consulting and Environmental Services,Business; Human health; Water resources,Uganda,TUV,0,0
