http://unfccc.int/files/adaptation/application/pdf/riverside_technology.pdf,"Disaster preparedness, local capacity building, and planning",Riverside Technology,Consultingand Environmental Services,"Science, assessment, monitoring and early warning; Education and training",Ethiopia,ETH,0,0
http://unfccc.int/files/adaptation/application/pdf/swiss_re.pdf,Horn of Africa Risk Transfer for Adaptation (HARITA),Swiss Re; Oxfam America,Financial Services,"Food security, agriculture, forestry and fisheries; Science, assessment, monitoring and early warning",Ethiopia,ETH,0,0
