http://unfccc.int/files/adaptation/application/pdf/-Allianz.pdf,Insuring against climate impacts and rewarding sustainable business practices,-Allianz,Financial Services,Business,Indonesia,IDN,0,0
http://unfccc.int/files/adaptation/application/pdf/nestle_example.pdf,Providing farming training and assistance,Nestlé,Food and Beverages,"Education and training; Food security, agriculture, forestry and fisheries; Water resources",Indonesia,IDN,0,0
http://unfccc.int/files/adaptation/application/pdf/rabobank.pdf,Expertise reduces climate change risks for most vulnerable,Rabobank,Financial Services,Education and training,Indonesia,IDN,0,0
